TOP.5df0fe78.000f1693	START
TOP.5df1a29d.000ef080	user_options->speed_only	0
TOP.5df1a29d.000ef080	user_options->status	0
TOP.5df1a29d.000ef080	user_options->status_timer	10
TOP.5df1a29d.000ef080	user_options->stdout_flag	0
TOP.5df1a29d.000ef080	user_options->usage	0
TOP.5df1a29d.000ef080	user_options->username	0
TOP.5df1a29d.000ef080	user_options->veracrypt_pim	0
TOP.5df1a29d.000ef080	user_options->version	0
TOP.5df1a29d.000ef080	user_options->workload_profile	2
TOP.5df1a29d.000ef080	user_options->brain_client	0
TOP.5df1a29d.000ef080	user_options->brain_client_features	3
TOP.5df1a29d.000ef080	user_options->brain_server	0
TOP.5df1a29d.000ef080	user_options->brain_port	6863
TOP.5df1a29d.000ef080	user_options->brain_session	0
TOP.5df1a29d.000ef080	hashes->hashfile	real_david_pwd.txt
TOP.5df1a29d.000ef080	hashes->hashlist_mode	4
TOP.5df1a29d.000ef080	hashes->hashlist_format	0
TOP.5df1a29d.000ef080	hashes->hashes_cnt	0
TOP.5df1a29d.000ef080	hashes->digests_cnt	1
TOP.5df1a29d.000ef080	hashes->digests_done	0
TOP.5df1a29d.000ef080	hashes->salts_cnt	1
TOP.5df1a29d.000ef080	hashes->salts_done	0
TOP.5df1a29d.000ef080	SUB.5df1a2a2.00056e31	START
TOP.5df1a29d.000ef080	SUB.5df1a2a2.00056e31	straight_ctx->dict	/home/minitapir/Documents/tools/SecLists/Passwords/darkweb2017-top10.txt
TOP.5df1a29d.000ef080	SUB.5df1a2a2.00056e31	runtime_start	1576116898
TOP.5df1a29d.000ef080	SUB.5df1a2a2.00056e31	runtime_stop	1576116898
TOP.5df1a29d.000ef080	SUB.5df1a2a2.00056e31	status-after-work	5
TOP.5df1a29d.000ef080	SUB.5df1a2a2.00056e31	STOP
TOP.5df1a29d.000ef080	proc_start	1576116893
TOP.5df1a29d.000ef080	proc_stop	1576116900
TOP.5df1a29d.000ef080	STOP
TOP.5df1a2a4.0006362f	START
TOP.5df1a2a4.0006362f	user_options->separator	:
TOP.5df1a2a4.0006362f	user_options->encoding_from	utf-8
TOP.5df1a2a4.0006362f	user_options->encoding_to	utf-8
TOP.5df1a2a4.0006362f	user_options->outfile	found.txt
TOP.5df1a2a4.0006362f	user_options->rule_buf_l	:
TOP.5df1a2a4.0006362f	user_options->rule_buf_r	:
TOP.5df1a2a4.0006362f	user_options->session	hashcat
TOP.5df1a2a4.0006362f	user_options->limit	0
TOP.5df1a2a4.0006362f	user_options->skip	0
TOP.5df1a2a4.0006362f	user_options->attack_mode	0
TOP.5df1a2a4.0006362f	user_options->benchmark	0
TOP.5df1a2a4.0006362f	user_options->benchmark_all	0
TOP.5df1a2a4.0006362f	user_options->bitmap_max	24
TOP.5df1a2a4.0006362f	user_options->bitmap_min	16
TOP.5df1a2a4.0006362f	user_options->debug_mode	0
TOP.5df1a2a4.0006362f	user_options->example_hashes	0
TOP.5df1a2a4.0006362f	user_options->force	0
TOP.5df1a2a4.0006362f	user_options->gpu_temp_abort	90
TOP.5df1a2a4.0006362f	user_options->gpu_temp_disable	0
TOP.5df1a2a4.0006362f	user_options->hash_mode	1800
TOP.5df1a2a4.0006362f	user_options->hex_charset	0
TOP.5df1a2a4.0006362f	user_options->hex_salt	0
TOP.5df1a2a4.0006362f	user_options->hex_wordlist	0
TOP.5df1a2a4.0006362f	user_options->increment	0
TOP.5df1a2a4.0006362f	user_options->increment_max	256
TOP.5df1a2a4.0006362f	user_options->increment_min	1
TOP.5df1a2a4.0006362f	user_options->keep_guessing	0
TOP.5df1a2a4.0006362f	user_options->kernel_accel	0
TOP.5df1a2a4.0006362f	user_options->kernel_loops	0
TOP.5df1a2a4.0006362f	user_options->keyspace	0
TOP.5df1a2a4.0006362f	user_options->left	0
TOP.5df1a2a4.0006362f	user_options->logfile_disable	0
TOP.5df1a2a4.0006362f	user_options->loopback	0
TOP.5df1a2a4.0006362f	user_options->machine_readable	0
TOP.5df1a2a4.0006362f	user_options->markov_classic	0
TOP.5df1a2a4.0006362f	user_options->markov_disable	0
TOP.5df1a2a4.0006362f	user_options->markov_threshold	256
TOP.5df1a2a4.0006362f	user_options->nvidia_spin_damp	100
TOP.5df1a2a4.0006362f	user_options->opencl_info	0
TOP.5df1a2a4.0006362f	user_options->opencl_vector_width	0
TOP.5df1a2a4.0006362f	user_options->optimized_kernel_enable	1
TOP.5df1a2a4.0006362f	user_options->outfile_autohex	1
TOP.5df1a2a4.0006362f	user_options->outfile_check_timer	5
TOP.5df1a2a4.0006362f	user_options->outfile_format	3
TOP.5df1a2a4.0006362f	user_options->wordlist_autohex_disable	0
TOP.5df1a2a4.0006362f	user_options->potfile_disable	0
TOP.5df1a2a4.0006362f	user_options->progress_only	0
TOP.5df1a2a4.0006362f	user_options->quiet	1
TOP.5df1a2a4.0006362f	user_options->remove	0
TOP.5df1a2a4.0006362f	user_options->remove_timer	60
TOP.5df1a2a4.0006362f	user_options->restore	0
TOP.5df1a2a4.0006362f	user_options->restore_disable	0
TOP.5df1a2a4.0006362f	user_options->restore_timer	60
TOP.5df1a2a4.0006362f	user_options->rp_files_cnt	0
TOP.5df1a2a4.0006362f	user_options->rp_gen	0
TOP.5df1a2a4.0006362f	user_options->rp_gen_func_max	4
TOP.5df1a2a4.0006362f	user_options->rp_gen_func_min	1
TOP.5df1a2a4.0006362f	user_options->rp_gen_seed	0
TOP.5df1a2a4.0006362f	user_options->runtime	0
TOP.5df1a2a4.0006362f	user_options->scrypt_tmto	0
TOP.5df1a2a4.0006362f	user_options->segment_size	33554432
TOP.5df1a2a4.0006362f	user_options->self_test_disable	0
TOP.5df1a2a4.0006362f	user_options->slow_candidates	0
TOP.5df1a2a4.0006362f	user_options->show	0
TOP.5df1a2a4.0006362f	user_options->speed_only	0
TOP.5df1a2a4.0006362f	user_options->status	0
TOP.5df1a2a4.0006362f	user_options->status_timer	10
TOP.5df1a2a4.0006362f	user_options->stdout_flag	0
TOP.5df1a2a4.0006362f	user_options->usage	0
TOP.5df1a2a4.0006362f	user_options->username	0
TOP.5df1a2a4.0006362f	user_options->veracrypt_pim	0
TOP.5df1a2a4.0006362f	user_options->version	0
TOP.5df1a2a4.0006362f	user_options->workload_profile	2
TOP.5df1a2a4.0006362f	user_options->brain_client	0
TOP.5df1a2a4.0006362f	user_options->brain_client_features	3
TOP.5df1a2a4.0006362f	user_options->brain_server	0
TOP.5df1a2a4.0006362f	user_options->brain_port	6863
TOP.5df1a2a4.0006362f	user_options->brain_session	0
TOP.5df1a2a4.0006362f	hashes->hashfile	real_david_pwd.txt
TOP.5df1a2a4.0006362f	hashes->hashlist_mode	4
TOP.5df1a2a4.0006362f	hashes->hashlist_format	0
TOP.5df1a2a4.0006362f	hashes->hashes_cnt	0
TOP.5df1a2a4.0006362f	hashes->digests_cnt	1
TOP.5df1a2a4.0006362f	hashes->digests_done	0
TOP.5df1a2a4.0006362f	hashes->salts_cnt	1
TOP.5df1a2a4.0006362f	hashes->salts_done	0
TOP.5df1a2a4.0006362f	SUB.5df1a2a8.000c9ec1	START
TOP.5df1a2a4.0006362f	SUB.5df1a2a8.000c9ec1	straight_ctx->dict	/home/minitapir/Documents/tools/SecLists/Passwords/unkown-azul.txt
TOP.5df1a2a4.0006362f	SUB.5df1a2a8.000c9ec1	runtime_start	1576116905
TOP.5df1a2a4.0006362f	SUB.5df1a2a8.000c9ec1	runtime_stop	1576116905
TOP.5df1a2a4.0006362f	SUB.5df1a2a8.000c9ec1	status-after-work	5
TOP.5df1a2a4.0006362f	SUB.5df1a2a8.000c9ec1	STOP
TOP.5df1a2a4.0006362f	proc_start	1576116900
TOP.5df1a2a4.0006362f	proc_stop	1576116906
TOP.5df1a2a4.0006362f	STOP
TOP.5df1a2aa.000c19a3	START
TOP.5df1a2aa.000c19a3	user_options->separator	:
TOP.5df1a2aa.000c19a3	user_options->encoding_from	utf-8
TOP.5df1a2aa.000c19a3	user_options->encoding_to	utf-8
TOP.5df1a2aa.000c19a3	user_options->outfile	found.txt
TOP.5df1a2aa.000c19a3	user_options->rule_buf_l	:
TOP.5df1a2aa.000c19a3	user_options->rule_buf_r	:
TOP.5df1a2aa.000c19a3	user_options->session	hashcat
TOP.5df1a2aa.000c19a3	user_options->limit	0
TOP.5df1a2aa.000c19a3	user_options->skip	0
TOP.5df1a2aa.000c19a3	user_options->attack_mode	0
TOP.5df1a2aa.000c19a3	user_options->benchmark	0
TOP.5df1a2aa.000c19a3	user_options->benchmark_all	0
TOP.5df1a2aa.000c19a3	user_options->bitmap_max	24
TOP.5df1a2aa.000c19a3	user_options->bitmap_min	16
TOP.5df1a2aa.000c19a3	user_options->debug_mode	0
TOP.5df1a2aa.000c19a3	user_options->example_hashes	0
TOP.5df1a2aa.000c19a3	user_options->force	0
TOP.5df1a2aa.000c19a3	user_options->gpu_temp_abort	90
TOP.5df1a2aa.000c19a3	user_options->gpu_temp_disable	0
TOP.5df1a2aa.000c19a3	user_options->hash_mode	1800
TOP.5df1a2aa.000c19a3	user_options->hex_charset	0
TOP.5df1a2aa.000c19a3	user_options->hex_salt	0
TOP.5df1a2aa.000c19a3	user_options->hex_wordlist	0
TOP.5df1a2aa.000c19a3	user_options->increment	0
TOP.5df1a2aa.000c19a3	user_options->increment_max	256
TOP.5df1a2aa.000c19a3	user_options->increment_min	1
TOP.5df1a2aa.000c19a3	user_options->keep_guessing	0
TOP.5df1a2aa.000c19a3	user_options->kernel_accel	0
TOP.5df1a2aa.000c19a3	user_options->kernel_loops	0
TOP.5df1a2aa.000c19a3	user_options->keyspace	0
TOP.5df1a2aa.000c19a3	user_options->left	0
TOP.5df1a2aa.000c19a3	user_options->logfile_disable	0
TOP.5df1a2aa.000c19a3	user_options->loopback	0
TOP.5df1a2aa.000c19a3	user_options->machine_readable	0
TOP.5df1a2aa.000c19a3	user_options->markov_classic	0
TOP.5df1a2aa.000c19a3	user_options->markov_disable	0
TOP.5df1a2aa.000c19a3	user_options->markov_threshold	256
TOP.5df1a2aa.000c19a3	user_options->nvidia_spin_damp	100
TOP.5df1a2aa.000c19a3	user_options->opencl_info	0
TOP.5df1a2aa.000c19a3	user_options->opencl_vector_width	0
TOP.5df1a2aa.000c19a3	user_options->optimized_kernel_enable	1
TOP.5df1a2aa.000c19a3	user_options->outfile_autohex	1
TOP.5df1a2aa.000c19a3	user_options->outfile_check_timer	5
TOP.5df1a2aa.000c19a3	user_options->outfile_format	3
TOP.5df1a2aa.000c19a3	user_options->wordlist_autohex_disable	0
TOP.5df1a2aa.000c19a3	user_options->potfile_disable	0
TOP.5df1a2aa.000c19a3	user_options->progress_only	0
TOP.5df1a2aa.000c19a3	user_options->quiet	1
TOP.5df1a2aa.000c19a3	user_options->remove	0
TOP.5df1a2aa.000c19a3	user_options->remove_timer	60
TOP.5df1a2aa.000c19a3	user_options->restore	0
TOP.5df1a2aa.000c19a3	user_options->restore_disable	0
TOP.5df1a2aa.000c19a3	user_options->restore_timer	60
TOP.5df1a2aa.000c19a3	user_options->rp_files_cnt	0
TOP.5df1a2aa.000c19a3	user_options->rp_gen	0
TOP.5df1a2aa.000c19a3	user_options->rp_gen_func_max	4
TOP.5df1a2aa.000c19a3	user_options->rp_gen_func_min	1
TOP.5df1a2aa.000c19a3	user_options->rp_gen_seed	0
TOP.5df1a2aa.000c19a3	user_options->runtime	0
TOP.5df1a2aa.000c19a3	user_options->scrypt_tmto	0
TOP.5df1a2aa.000c19a3	user_options->segment_size	33554432
TOP.5df1a2aa.000c19a3	user_options->self_test_disable	0
TOP.5df1a2aa.000c19a3	user_options->slow_candidates	0
TOP.5df1a2aa.000c19a3	user_options->show	0
TOP.5df1a2aa.000c19a3	user_options->speed_only	0
TOP.5df1a2aa.000c19a3	user_options->status	0
TOP.5df1a2aa.000c19a3	user_options->status_timer	10
TOP.5df1a2aa.000c19a3	user_options->stdout_flag	0
TOP.5df1a2aa.000c19a3	user_options->usage	0
TOP.5df1a2aa.000c19a3	user_options->username	0
TOP.5df1a2aa.000c19a3	user_options->veracrypt_pim	0
TOP.5df1a2aa.000c19a3	user_options->version	0
TOP.5df1a2aa.000c19a3	user_options->workload_profile	2
TOP.5df1a2aa.000c19a3	user_options->brain_client	0
TOP.5df1a2aa.000c19a3	user_options->brain_client_features	3
TOP.5df1a2aa.000c19a3	user_options->brain_server	0
TOP.5df1a2aa.000c19a3	user_options->brain_port	6863
TOP.5df1a2aa.000c19a3	user_options->brain_session	0
TOP.5df1a2aa.000c19a3	hashes->hashfile	real_david_pwd.txt
TOP.5df1a2aa.000c19a3	hashes->hashlist_mode	4
TOP.5df1a2aa.000c19a3	hashes->hashlist_format	0
TOP.5df1a2aa.000c19a3	hashes->hashes_cnt	0
TOP.5df1a2aa.000c19a3	hashes->digests_cnt	1
TOP.5df1a2aa.000c19a3	hashes->digests_done	0
TOP.5df1a2aa.000c19a3	hashes->salts_cnt	1
TOP.5df1a2aa.000c19a3	hashes->salts_done	0
TOP.5df1a2aa.000c19a3	SUB.5df1a2ae.000ef9a2	START
TOP.5df1a2aa.000c19a3	SUB.5df1a2ae.000ef9a2	straight_ctx->dict	/home/minitapir/Documents/tools/SecLists/Passwords/richelieu-french-top20000.txt
TOP.5df1a2aa.000c19a3	SUB.5df1a2ae.000ef9a2	runtime_start	1576116911
TOP.5df1a2aa.000c19a3	SUB.5df1a2ae.000ef9a2	runtime_stop	1576116911
TOP.5df1a2aa.000c19a3	SUB.5df1a2ae.000ef9a2	status-after-work	5
TOP.5df1a2aa.000c19a3	SUB.5df1a2ae.000ef9a2	STOP
TOP.5df1a2aa.000c19a3	proc_start	1576116906
TOP.5df1a2aa.000c19a3	proc_stop	1576116912
TOP.5df1a2aa.000c19a3	STOP
TOP.5df1a2b0.000f1f72	START
TOP.5df1a2b0.000f1f72	user_options->separator	:
TOP.5df1a2b0.000f1f72	user_options->encoding_from	utf-8
TOP.5df1a2b0.000f1f72	user_options->encoding_to	utf-8
TOP.5df1a2b0.000f1f72	user_options->outfile	found.txt
TOP.5df1a2b0.000f1f72	user_options->rule_buf_l	:
TOP.5df1a2b0.000f1f72	user_options->rule_buf_r	:
TOP.5df1a2b0.000f1f72	user_options->session	hashcat
TOP.5df1a2b0.000f1f72	user_options->limit	0
TOP.5df1a2b0.000f1f72	user_options->skip	0
TOP.5df1a2b0.000f1f72	user_options->attack_mode	0
TOP.5df1a2b0.000f1f72	user_options->benchmark	0
TOP.5df1a2b0.000f1f72	user_options->benchmark_all	0
TOP.5df1a2b0.000f1f72	user_options->bitmap_max	24
TOP.5df1a2b0.000f1f72	user_options->bitmap_min	16
TOP.5df1a2b0.000f1f72	user_options->debug_mode	0
TOP.5df1a2b0.000f1f72	user_options->example_hashes	0
TOP.5df1a2b0.000f1f72	user_options->force	0
TOP.5df1a2b0.000f1f72	user_options->gpu_temp_abort	90
TOP.5df1a2b0.000f1f72	user_options->gpu_temp_disable	0
TOP.5df1a2b0.000f1f72	user_options->hash_mode	1800
TOP.5df1a2b0.000f1f72	user_options->hex_charset	0
TOP.5df1a2b0.000f1f72	user_options->hex_salt	0
TOP.5df1a2b0.000f1f72	user_options->hex_wordlist	0
TOP.5df1a2b0.000f1f72	user_options->increment	0
TOP.5df1a2b0.000f1f72	user_options->increment_max	256
TOP.5df1a2b0.000f1f72	user_options->increment_min	1
TOP.5df1a2b0.000f1f72	user_options->keep_guessing	0
TOP.5df1a2b0.000f1f72	user_options->kernel_accel	0
TOP.5df1a2b0.000f1f72	user_options->kernel_loops	0
TOP.5df1a2b0.000f1f72	user_options->keyspace	0
TOP.5df1a2b0.000f1f72	user_options->left	0
TOP.5df1a2b0.000f1f72	user_options->logfile_disable	0
TOP.5df1a2b0.000f1f72	user_options->loopback	0
TOP.5df1a2b0.000f1f72	user_options->machine_readable	0
TOP.5df1a2b0.000f1f72	user_options->markov_classic	0
TOP.5df1a2b0.000f1f72	user_options->markov_disable	0
TOP.5df1a2b0.000f1f72	user_options->markov_threshold	256
TOP.5df1a2b0.000f1f72	user_options->nvidia_spin_damp	100
TOP.5df1a2b0.000f1f72	user_options->opencl_info	0
TOP.5df1a2b0.000f1f72	user_options->opencl_vector_width	0
TOP.5df1a2b0.000f1f72	user_options->optimized_kernel_enable	1
TOP.5df1a2b0.000f1f72	user_options->outfile_autohex	1
TOP.5df1a2b0.000f1f72	user_options->outfile_check_timer	5
TOP.5df1a2b0.000f1f72	user_options->outfile_format	3
TOP.5df1a2b0.000f1f72	user_options->wordlist_autohex_disable	0
TOP.5df1a2b0.000f1f72	user_options->potfile_disable	0
TOP.5df1a2b0.000f1f72	user_options->progress_only	0
TOP.5df1a2b0.000f1f72	user_options->quiet	1
TOP.5df1a2b0.000f1f72	user_options->remove	0
TOP.5df1a2b0.000f1f72	user_options->remove_timer	60
TOP.5df1a2b0.000f1f72	user_options->restore	0
TOP.5df1a2b0.000f1f72	user_options->restore_disable	0
TOP.5df1a2b0.000f1f72	user_options->restore_timer	60
TOP.5df1a2b0.000f1f72	user_options->rp_files_cnt	0
TOP.5df1a2b0.000f1f72	user_options->rp_gen	0
TOP.5df1a2b0.000f1f72	user_options->rp_gen_func_max	4
TOP.5df1a2b0.000f1f72	user_options->rp_gen_func_min	1
TOP.5df1a2b0.000f1f72	user_options->rp_gen_seed	0
TOP.5df1a2b0.000f1f72	user_options->runtime	0
TOP.5df1a2b0.000f1f72	user_options->scrypt_tmto	0
TOP.5df1a2b0.000f1f72	user_options->segment_size	33554432
TOP.5df1a2b0.000f1f72	user_options->self_test_disable	0
TOP.5df1a2b0.000f1f72	user_options->slow_candidates	0
TOP.5df1a2b0.000f1f72	user_options->show	0
TOP.5df1a2b0.000f1f72	user_options->speed_only	0
TOP.5df1a2b0.000f1f72	user_options->status	0
TOP.5df1a2b0.000f1f72	user_options->status_timer	10
TOP.5df1a2b0.000f1f72	user_options->stdout_flag	0
TOP.5df1a2b0.000f1f72	user_options->usage	0
TOP.5df1a2b0.000f1f72	user_options->username	0
TOP.5df1a2b0.000f1f72	user_options->veracrypt_pim	0
TOP.5df1a2b0.000f1f72	user_options->version	0
TOP.5df1a2b0.000f1f72	user_options->workload_profile	2
TOP.5df1a2b0.000f1f72	user_options->brain_client	0
TOP.5df1a2b0.000f1f72	user_options->brain_client_features	3
TOP.5df1a2b0.000f1f72	user_options->brain_server	0
TOP.5df1a2b0.000f1f72	user_options->brain_port	6863
TOP.5df1a2b0.000f1f72	user_options->brain_session	0
TOP.5df1a2b0.000f1f72	hashes->hashfile	real_david_pwd.txt
TOP.5df1a2b0.000f1f72	hashes->hashlist_mode	4
TOP.5df1a2b0.000f1f72	hashes->hashlist_format	0
TOP.5df1a2b0.000f1f72	hashes->hashes_cnt	0
TOP.5df1a2b0.000f1f72	hashes->digests_cnt	1
TOP.5df1a2b0.000f1f72	hashes->digests_done	0
TOP.5df1a2b0.000f1f72	hashes->salts_cnt	1
TOP.5df1a2b0.000f1f72	hashes->salts_done	0
TOP.5df1a2b0.000f1f72	SUB.5df1a2b5.00022931	START
TOP.5df1a2b0.000f1f72	SUB.5df1a2b5.00022931	straight_ctx->dict	/home/minitapir/Documents/tools/SecLists/Passwords/cirt-default-passwords.txt
TOP.5df1a2b0.000f1f72	SUB.5df1a2b5.00022931	runtime_start	1576116917
TOP.5df1a2b0.000f1f72	SUB.5df1a2b5.00022931	runtime_stop	1576116917
TOP.5df1a2b0.000f1f72	SUB.5df1a2b5.00022931	status-after-work	5
TOP.5df1a2b0.000f1f72	SUB.5df1a2b5.00022931	STOP
TOP.5df1a2b0.000f1f72	proc_start	1576116912
TOP.5df1a2b0.000f1f72	proc_stop	1576116919
TOP.5df1a2b0.000f1f72	STOP
TOP.5df1a2b7.0002cf11	START
TOP.5df1a2b7.0002cf11	user_options->separator	:
TOP.5df1a2b7.0002cf11	user_options->encoding_from	utf-8
TOP.5df1a2b7.0002cf11	user_options->encoding_to	utf-8
TOP.5df1a2b7.0002cf11	user_options->outfile	found.txt
TOP.5df1a2b7.0002cf11	user_options->rule_buf_l	:
TOP.5df1a2b7.0002cf11	user_options->rule_buf_r	:
TOP.5df1a2b7.0002cf11	user_options->session	hashcat
TOP.5df1a2b7.0002cf11	user_options->limit	0
TOP.5df1a2b7.0002cf11	user_options->skip	0
TOP.5df1a2b7.0002cf11	user_options->attack_mode	0
TOP.5df1a2b7.0002cf11	user_options->benchmark	0
TOP.5df1a2b7.0002cf11	user_options->benchmark_all	0
TOP.5df1a2b7.0002cf11	user_options->bitmap_max	24
TOP.5df1a2b7.0002cf11	user_options->bitmap_min	16
TOP.5df1a2b7.0002cf11	user_options->debug_mode	0
TOP.5df1a2b7.0002cf11	user_options->example_hashes	0
TOP.5df1a2b7.0002cf11	user_options->force	0
TOP.5df1a2b7.0002cf11	user_options->gpu_temp_abort	90
TOP.5df1a2b7.0002cf11	user_options->gpu_temp_disable	0
TOP.5df1a2b7.0002cf11	user_options->hash_mode	1800
TOP.5df1a2b7.0002cf11	user_options->hex_charset	0
TOP.5df1a2b7.0002cf11	user_options->hex_salt	0
TOP.5df1a2b7.0002cf11	user_options->hex_wordlist	0
TOP.5df1a2b7.0002cf11	user_options->increment	0
TOP.5df1a2b7.0002cf11	user_options->increment_max	256
TOP.5df1a2b7.0002cf11	user_options->increment_min	1
TOP.5df1a2b7.0002cf11	user_options->keep_guessing	0
TOP.5df1a2b7.0002cf11	user_options->kernel_accel	0
TOP.5df1a2b7.0002cf11	user_options->kernel_loops	0
TOP.5df1a2b7.0002cf11	user_options->keyspace	0
TOP.5df1a2b7.0002cf11	user_options->left	0
TOP.5df1a2b7.0002cf11	user_options->logfile_disable	0
TOP.5df1a2b7.0002cf11	user_options->loopback	0
TOP.5df1a2b7.0002cf11	user_options->machine_readable	0
TOP.5df1a2b7.0002cf11	user_options->markov_classic	0
TOP.5df1a2b7.0002cf11	user_options->markov_disable	0
TOP.5df1a2b7.0002cf11	user_options->markov_threshold	256
TOP.5df1a2b7.0002cf11	user_options->nvidia_spin_damp	100
TOP.5df1a2b7.0002cf11	user_options->opencl_info	0
TOP.5df1a2b7.0002cf11	user_options->opencl_vector_width	0
TOP.5df1a2b7.0002cf11	user_options->optimized_kernel_enable	1
TOP.5df1a2b7.0002cf11	user_options->outfile_autohex	1
TOP.5df1a2b7.0002cf11	user_options->outfile_check_timer	5
TOP.5df1a2b7.0002cf11	user_options->outfile_format	3
TOP.5df1a2b7.0002cf11	user_options->wordlist_autohex_disable	0
TOP.5df1a2b7.0002cf11	user_options->potfile_disable	0
TOP.5df1a2b7.0002cf11	user_options->progress_only	0
TOP.5df1a2b7.0002cf11	user_options->quiet	1
TOP.5df1a2b7.0002cf11	user_options->remove	0
TOP.5df1a2b7.0002cf11	user_options->remove_timer	60
TOP.5df1a2b7.0002cf11	user_options->restore	0
TOP.5df1a2b7.0002cf11	user_options->restore_disable	0
TOP.5df1a2b7.0002cf11	user_options->restore_timer	60
TOP.5df1a2b7.0002cf11	user_options->rp_files_cnt	0
TOP.5df1a2b7.0002cf11	user_options->rp_gen	0
TOP.5df1a2b7.0002cf11	user_options->rp_gen_func_max	4
TOP.5df1a2b7.0002cf11	user_options->rp_gen_func_min	1
TOP.5df1a2b7.0002cf11	user_options->rp_gen_seed	0
TOP.5df1a2b7.0002cf11	user_options->runtime	0
TOP.5df1a2b7.0002cf11	user_options->scrypt_tmto	0
TOP.5df1a2b7.0002cf11	user_options->segment_size	33554432
TOP.5df1a2b7.0002cf11	user_options->self_test_disable	0
TOP.5df1a2b7.0002cf11	user_options->slow_candidates	0
TOP.5df1a2b7.0002cf11	user_options->show	0
TOP.5df1a2b7.0002cf11	user_options->speed_only	0
TOP.5df1a2b7.0002cf11	user_options->status	0
TOP.5df1a2b7.0002cf11	user_options->status_timer	10
TOP.5df1a2b7.0002cf11	user_options->stdout_flag	0
TOP.5df1a2b7.0002cf11	user_options->usage	0
TOP.5df1a2b7.0002cf11	user_options->username	0
TOP.5df1a2b7.0002cf11	user_options->veracrypt_pim	0
TOP.5df1a2b7.0002cf11	user_options->version	0
TOP.5df1a2b7.0002cf11	user_options->workload_profile	2
TOP.5df1a2b7.0002cf11	user_options->brain_client	0
TOP.5df1a2b7.0002cf11	user_options->brain_client_features	3
TOP.5df1a2b7.0002cf11	user_options->brain_server	0
TOP.5df1a2b7.0002cf11	user_options->brain_port	6863
TOP.5df1a2b7.0002cf11	user_options->brain_session	0
TOP.5df1a2b7.0002cf11	hashes->hashfile	real_david_pwd.txt
TOP.5df1a2b7.0002cf11	hashes->hashlist_mode	4
TOP.5df1a2b7.0002cf11	hashes->hashlist_format	0
TOP.5df1a2b7.0002cf11	hashes->hashes_cnt	0
TOP.5df1a2b7.0002cf11	hashes->digests_cnt	1
TOP.5df1a2b7.0002cf11	hashes->digests_done	0
TOP.5df1a2b7.0002cf11	hashes->salts_cnt	1
TOP.5df1a2b7.0002cf11	hashes->salts_done	0
TOP.5df1a2b7.0002cf11	SUB.5df1a2bb.00060a65	START
TOP.5df1a2b7.0002cf11	SUB.5df1a2bb.00060a65	straight_ctx->dict	/home/minitapir/Documents/tools/SecLists/Passwords/Honeypot-Captures/wordpress-attacks-july2014.txt
TOP.5df1a2b7.0002cf11	SUB.5df1a2bb.00060a65	runtime_start	1576116923
TOP.5df1a2b7.0002cf11	SUB.5df1a2bb.00060a65	runtime_stop	1576116923
TOP.5df1a2b7.0002cf11	SUB.5df1a2bb.00060a65	status-after-work	5
TOP.5df1a2b7.0002cf11	SUB.5df1a2bb.00060a65	STOP
TOP.5df1a2b7.0002cf11	proc_start	1576116919
TOP.5df1a2b7.0002cf11	proc_stop	1576116925
TOP.5df1a2b7.0002cf11	STOP
TOP.5df1a2bd.0005e270	START
TOP.5df1a2bd.0005e270	user_options->separator	:
TOP.5df1a2bd.0005e270	user_options->encoding_from	utf-8
TOP.5df1a2bd.0005e270	user_options->encoding_to	utf-8
TOP.5df1a2bd.0005e270	user_options->outfile	found.txt
TOP.5df1a2bd.0005e270	user_options->rule_buf_l	:
TOP.5df1a2bd.0005e270	user_options->rule_buf_r	:
TOP.5df1a2bd.0005e270	user_options->session	hashcat
TOP.5df1a2bd.0005e270	user_options->limit	0
TOP.5df1a2bd.0005e270	user_options->skip	0
TOP.5df1a2bd.0005e270	user_options->attack_mode	0
TOP.5df1a2bd.0005e270	user_options->benchmark	0
TOP.5df1a2bd.0005e270	user_options->benchmark_all	0
TOP.5df1a2bd.0005e270	user_options->bitmap_max	24
TOP.5df1a2bd.0005e270	user_options->bitmap_min	16
TOP.5df1a2bd.0005e270	user_options->debug_mode	0
TOP.5df1a2bd.0005e270	user_options->example_hashes	0
TOP.5df1a2bd.0005e270	user_options->force	0
TOP.5df1a2bd.0005e270	user_options->gpu_temp_abort	90
TOP.5df1a2bd.0005e270	user_options->gpu_temp_disable	0
TOP.5df1a2bd.0005e270	user_options->hash_mode	1800
TOP.5df1a2bd.0005e270	user_options->hex_charset	0
TOP.5df1a2bd.0005e270	user_options->hex_salt	0
TOP.5df1a2bd.0005e270	user_options->hex_wordlist	0
TOP.5df1a2bd.0005e270	user_options->increment	0
TOP.5df1a2bd.0005e270	user_options->increment_max	256
TOP.5df1a2bd.0005e270	user_options->increment_min	1
TOP.5df1a2bd.0005e270	user_options->keep_guessing	0
TOP.5df1a2bd.0005e270	user_options->kernel_accel	0
TOP.5df1a2bd.0005e270	user_options->kernel_loops	0
TOP.5df1a2bd.0005e270	user_options->keyspace	0
TOP.5df1a2bd.0005e270	user_options->left	0
TOP.5df1a2bd.0005e270	user_options->logfile_disable	0
TOP.5df1a2bd.0005e270	user_options->loopback	0
TOP.5df1a2bd.0005e270	user_options->machine_readable	0
TOP.5df1a2bd.0005e270	user_options->markov_classic	0
